airport,type of traffic,2010-10-01 00:00:00,2010-11-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,2011-11-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,location,point,latitude,longitude,altitude
Stokmarknes Skagen,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stokmarknes lufthavn, Skagen, Nedre Skagen, Hadsel, Nordland, Norge","(68.5799011, 15.031124497422255, 0.0)",68.5799011,15.031124497422255,0.0
Stokmarknes Skagen,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stokmarknes lufthavn, Skagen, Nedre Skagen, Hadsel, Nordland, Norge","(68.5799011, 15.031124497422255, 0.0)",68.5799011,15.031124497422255,0.0
Stokmarknes Skagen,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stokmarknes lufthavn, Skagen, Nedre Skagen, Hadsel, Nordland, Norge","(68.5799011, 15.031124497422255, 0.0)",68.5799011,15.031124497422255,0.0
Stord Sørstokken,Scheduled passenger flights,2008,1741,1251,1632,1905,2585,1937,2391,2223,1383,1898,1932,2002,1624,1565,1731,1555,1789,1250,1699,1657,946,1458,1665,2141,2298,1364,1975,1933,2122,2810,2203,2417,1580,2353,2962,2734,3167,2045,2745,3112,3376,2869,2952,3340,1912,2871,3748,3626,3627,2812,2840,3502,4005,3322,3178,4054,1748,2629,3480,2974,3371,2735,2390,2016,2346,1943,1846,1989,1634,1959,2524,2188,2504,2021,2134,1856,2487,2065,2405,2525,1639,2454,2760,2751,3153,2723,2764,3000,3337,3441,3132,3201,1802,3014,3540,3328,3240,2885,2679,3341,3762,2848,3481,3443,2071,2812,3837,3773,3412,3012,2803,3043,1504,0,0,0,0,784,1231,"Stord lufthamn, Sørstokken, Flyplassvegen, Vikanes, Stord, Vestland, 5410, Norge","(59.79183305, 5.34148141989362, 0.0)",59.79183305,5.34148141989362,0.0
Stord Sørstokken,Non-scheduled passenger flights,73,0,4,11,0,0,0,129,23,6,35,0,0,0,0,0,0,0,0,54,0,6,0,46,0,0,34,0,0,0,0,5,0,0,0,8,19,0,0,0,10,0,0,0,52,0,0,0,0,0,171,338,398,506,648,1007,1052,610,767,795,872,907,931,1156,1354,1629,1447,1508,1603,1253,1368,1587,1362,1426,1183,1137,928,691,436,492,443,271,320,293,261,146,38,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,138,39,0,42,"Stord lufthamn, Sørstokken, Flyplassvegen, Vikanes, Stord, Vestland, 5410, Norge","(59.79183305, 5.34148141989362, 0.0)",59.79183305,5.34148141989362,0.0
Stord Sørstokken,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stord lufthamn, Sørstokken, Flyplassvegen, Vikanes, Stord, Vestland, 5410, Norge","(59.79183305, 5.34148141989362, 0.0)",59.79183305,5.34148141989362,0.0
Stord Sørstokken,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stord lufthamn, Sørstokken, Flyplassvegen, Vikanes, Stord, Vestland, 5410, Norge","(59.79183305, 5.34148141989362, 0.0)",59.79183305,5.34148141989362,0.0
Stord Sørstokken,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stord lufthamn, Sørstokken, Flyplassvegen, Vikanes, Stord, Vestland, 5410, Norge","(59.79183305, 5.34148141989362, 0.0)",59.79183305,5.34148141989362,0.0
Stord Sørstokken,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stord lufthamn, Sørstokken, Flyplassvegen, Vikanes, Stord, Vestland, 5410, Norge","(59.79183305, 5.34148141989362, 0.0)",59.79183305,5.34148141989362,0.0
Stord Sørstokken,All commercial flights,2081,1741,1255,1643,1905,2585,1937,2520,2246,1389,1933,1932,2002,1624,1565,1731,1555,1789,1250,1753,1657,952,1458,1711,2141,2298,1398,1975,1933,2122,2810,2208,2417,1580,2353,2970,2753,3167,2045,2745,3122,3376,2869,2952,3392,1912,2871,3748,3626,3627,2983,3178,3900,4511,3970,4185,5106,2358,3397,4275,3846,4278,3666,3546,3370,3975,3390,3354,3592,2887,3328,4111,3550,3930,3204,3271,2784,3178,2501,2897,2968,1910,2774,3053,3012,3299,2761,2764,3000,3337,3441,3132,3201,1802,3016,3540,3337,3240,2885,2679,3341,3762,2848,3481,3443,2071,2812,3837,3773,3412,3012,2803,3043,1504,0,100,138,39,784,1273,"Stord lufthamn, Sørstokken, Flyplassvegen, Vikanes, Stord, Vestland, 5410, Norge","(59.79183305, 5.34148141989362, 0.0)",59.79183305,5.34148141989362,0.0
Svalbard Longyear,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,"Longyear, 500, Nybyen, Longyearbyen, Svalbard, 9171, Norge","(78.2178839, 15.6365425, 0.0)",78.2178839,15.6365425,0.0
Svalbard Longyear,"Helicopter, other",22,38,30,45,53,33,54,35,40,17,23,42,41,17,23,39,31,64,7,41,16,22,15,16,21,87,61,35,4,15,48,35,59,26,23,54,37,76,13,22,20,35,0,0,9,30,0,46,14,16,23,29,10,28,44,62,6,13,40,51,15,2,40,31,13,48,11,10,99,26,187,60,107,62,86,94,69,164,40,159,49,179,59,114,21,82,27,112,28,85,31,130,66,144,33,126,160,146,82,137,82,63,136,265,47,162,36,189,91,77,176,86,158,24,0,32,30,32,71,96,"Longyear, 500, Nybyen, Longyearbyen, Svalbard, 9171, Norge","(78.2178839, 15.6365425, 0.0)",78.2178839,15.6365425,0.0
Svalbard Longyear,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Longyear, 500, Nybyen, Longyearbyen, Svalbard, 9171, Norge","(78.2178839, 15.6365425, 0.0)",78.2178839,15.6365425,0.0
Svalbard Longyear,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Longyear, 500, Nybyen, Longyearbyen, Svalbard, 9171, Norge","(78.2178839, 15.6365425, 0.0)",78.2178839,15.6365425,0.0
Svalbard Longyear,Scheduled passenger flights,6282,4580,4284,4001,6201,8870,11004,9624,10351,13527,14192,8712,6444,4370,4629,4512,6981,8983,10895,9356,11641,15079,14988,8792,6860,5524,4401,4983,6629,11579,14757,11696,13052,15905,16389,10395,7755,5914,5798,6373,8995,12974,14174,11847,14638,16584,16505,11189,8161,5538,6059,6179,9203,13549,16282,12973,16609,18548,18420,11858,9276,6157,5846,7667,11287,13662,15714,12361,17788,19625,18903,11762,8691,6994,6929,7796,11220,14107,15130,13357,18166,19436,18261,10980,9311,6608,6376,7529,12529,15695,16828,14142,19071,20739,20105,13066,9674,7192,7030,7832,12216,17446,17863,15798,18182,21072,19929,12632,9335,6987,6597,8062,11775,6867,619,1222,3463,8161,7338,6024,"Longyear, 500, Nybyen, Longyearbyen, Svalbard, 9171, Norge","(78.2178839, 15.6365425, 0.0)",78.2178839,15.6365425,0.0
Svalbard Longyear,All commercial flights,6304,4618,4314,4046,6638,9473,11318,9694,11535,15128,15076,8754,6485,4705,4652,4664,7089,9047,11246,9886,12709,16420,15295,8827,6881,5611,4701,6717,7128,12950,17418,13539,17284,18234,18399,12344,9687,7651,7202,7706,10258,13686,16079,13671,17868,19002,18306,13109,8531,7263,7237,7564,10472,15630,17699,13704,18410,20267,19068,12581,9730,6289,6677,8139,11300,14101,17036,13464,19676,21677,21346,13097,9306,7416,7542,8618,11317,14273,15703,14430,19316,21640,19903,11495,9825,7087,6828,7912,13129,16233,18357,15997,21862,22964,21140,13738,10180,7910,7448,8413,12750,18617,18708,17092,22066,23822,20754,13035,9426,7064,6773,8430,12032,7031,619,1254,3603,8203,7772,6120,"Longyear, 500, Nybyen, Longyearbyen, Svalbard, 9171, Norge","(78.2178839, 15.6365425, 0.0)",78.2178839,15.6365425,0.0
Svalbard Longyear,Non-scheduled passenger flights,0,0,0,0,384,570,260,35,1144,1584,861,0,0,318,0,113,77,0,344,489,1052,1319,292,19,0,0,239,1699,491,1356,2613,1808,4173,2303,1987,1895,1895,1661,1391,1311,1243,677,1899,1824,3221,2388,1801,1874,356,1709,1155,1356,1259,2053,1373,669,1795,1706,608,672,439,130,791,441,0,391,1283,1093,1789,2026,2256,1275,508,360,527,728,28,0,533,914,1101,2025,1583,401,493,397,425,271,572,453,1498,1725,2725,2081,1002,546,346,572,336,444,452,1108,709,1029,3837,2588,789,214,0,0,0,282,99,140,0,0,110,0,355,0,"Longyear, 500, Nybyen, Longyearbyen, Svalbard, 9171, Norge","(78.2178839, 15.6365425, 0.0)",78.2178839,15.6365425,0.0
Svolvær Helle,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Svolvær lufthavn, Helle, Flyplassveien, Vaterfjord, Vågan, Nordland, Norge","(68.2408436, 14.66692212450344, 0.0)",68.2408436,14.66692212450344,0.0
Svolvær Helle,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Svolvær lufthavn, Helle, Flyplassveien, Vaterfjord, Vågan, Nordland, Norge","(68.2408436, 14.66692212450344, 0.0)",68.2408436,14.66692212450344,0.0
Svolvær Helle,All commercial flights,6800,6519,5729,5390,5725,7960,6838,7818,9063,9495,9391,7445,7418,6645,6164,6146,6293,8065,6400,7659,8283,7883,8325,7226,7096,6746,5736,5523,5795,7547,0,1236,7996,8504,7870,7324,7043,6116,5336,5968,6106,7610,6809,7074,8122,7381,7377,7009,6954,6309,5362,5536,5877,8385,6952,7423,8231,8541,8282,7372,7307,6744,5687,5706,5839,7472,7722,7686,8697,8968,8363,7842,7344,6909,5946,6438,6570,9390,10053,10970,11825,11947,12606,11216,11134,9347,7944,9066,9739,10785,9520,9775,11259,11087,10560,8557,8206,7717,6107,6416,7287,9378,7633,8331,9505,9018,9985,9249,8812,6656,6229,6497,6707,4125,0,0,4804,8006,6646,6189,"Svolvær lufthavn, Helle, Flyplassveien, Vaterfjord, Vågan, Nordland, Norge","(68.2408436, 14.66692212450344, 0.0)",68.2408436,14.66692212450344,0.0
Svolvær Helle,Scheduled passenger flights,6800,6519,5729,5390,5725,7960,6838,7818,9035,9495,9316,7445,7418,6645,6164,6146,6293,8065,6400,7608,8283,7883,8325,7226,7096,6746,5736,5523,5795,7547,0,1223,7996,8504,7870,7324,7043,6095,5336,5968,6106,7610,6809,7070,8122,7377,7376,6974,6954,6309,5362,5536,5877,8378,6952,7423,8160,8535,8282,7372,7189,6744,5687,5706,5839,7472,7722,7661,8621,8952,8363,7842,7344,6909,5946,6438,6570,9368,10053,10935,11758,11945,12606,11216,11134,9347,7944,9066,9739,10776,9520,9775,11259,11067,10560,8531,8206,7513,6107,6416,7287,9374,7631,8331,9469,9018,9985,9249,8812,6656,6229,6497,6707,4125,0,0,4804,8006,6646,6189,"Svolvær lufthavn, Helle, Flyplassveien, Vaterfjord, Vågan, Nordland, Norge","(68.2408436, 14.66692212450344, 0.0)",68.2408436,14.66692212450344,0.0
Svolvær Helle,Non-scheduled passenger flights,0,0,0,0,0,0,0,0,28,0,75,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,4,0,0,1,35,0,0,0,0,0,7,0,0,71,6,0,0,118,0,0,0,0,0,0,25,76,16,0,0,0,0,0,0,0,22,0,35,67,2,0,0,0,0,0,0,0,9,0,0,0,20,0,26,0,204,0,0,0,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Svolvær lufthavn, Helle, Flyplassveien, Vaterfjord, Vågan, Nordland, Norge","(68.2408436, 14.66692212450344, 0.0)",68.2408436,14.66692212450344,0.0
Svolvær Helle,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Svolvær lufthavn, Helle, Flyplassveien, Vaterfjord, Vågan, Nordland, Norge","(68.2408436, 14.66692212450344, 0.0)",68.2408436,14.66692212450344,0.0
Svolvær Helle,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Svolvær lufthavn, Helle, Flyplassveien, Vaterfjord, Vågan, Nordland, Norge","(68.2408436, 14.66692212450344, 0.0)",68.2408436,14.66692212450344,0.0
Sørkjosen,All commercial flights,2676,2756,2595,2344,2507,3364,2858,3394,3337,2905,3030,3490,3288,2929,2869,2715,3006,3071,2549,3108,2679,3540,2704,2812,3278,3170,2796,2261,2753,3071,3024,2932,3905,3463,3476,4046,4623,3222,2507,3846,3747,3719,2835,3365,3170,2224,2476,3138,2785,2680,2359,2280,2289,3213,2985,3175,3211,2958,2717,2876,3164,2878,2257,2458,3047,2766,2857,2892,3451,2567,3321,3686,3841,3967,3115,2791,3414,3818,2347,2446,2773,2006,2336,2548,2572,2423,1890,1896,2155,2301,2200,2572,2451,2284,2697,2033,2548,2497,1824,2100,2191,2306,2192,2500,2505,2459,2522,2760,2644,2741,1906,2169,2118,942,0,0,1231,2574,2620,3140,"Sørkjosen, Nordreisa, Troms og Finnmark, 9152, Norge","(69.7903789, 20.9463114, 0.0)",69.7903789,20.9463114,0.0
Sørkjosen,Scheduled passenger flights,2676,2756,2595,2344,2507,3364,2858,3394,3337,2905,3030,3490,3288,2929,2869,2715,3006,3071,2549,3108,2679,3540,2704,2812,3278,3170,2796,2261,2753,3071,3024,2932,3905,3463,3476,4046,4623,3222,2507,3846,3747,3719,2835,3365,3170,2224,2476,3138,2785,2680,2359,2280,2289,3213,2985,3175,3211,2958,2717,2876,3164,2878,2257,2426,3047,2766,2857,2892,3451,2567,3321,3686,3841,3967,3115,2791,3414,3818,2347,2446,2773,2006,2336,2548,2572,2423,1890,1896,2135,2301,2200,2572,2451,2284,2697,2032,2548,2497,1824,2100,2191,2306,2192,2500,2505,2459,2522,2760,2644,2741,1906,2169,2118,942,0,0,1231,2574,2620,3140,"Sørkjosen, Nordreisa, Troms og Finnmark, 9152, Norge","(69.7903789, 20.9463114, 0.0)",69.7903789,20.9463114,0.0
Sørkjosen,Non-scheduled passenger flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sørkjosen, Nordreisa, Troms og Finnmark, 9152, Norge","(69.7903789, 20.9463114, 0.0)",69.7903789,20.9463114,0.0
Sørkjosen,Freight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sørkjosen, Nordreisa, Troms og Finnmark, 9152, Norge","(69.7903789, 20.9463114, 0.0)",69.7903789,20.9463114,0.0
Sørkjosen,"Helicopter, continental shelf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sørkjosen, Nordreisa, Troms og Finnmark, 9152, Norge","(69.7903789, 20.9463114, 0.0)",69.7903789,20.9463114,0.0
Sørkjosen,Other commercial flights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sørkjosen, Nordreisa, Troms og Finnmark, 9152, Norge","(69.7903789, 20.9463114, 0.0)",69.7903789,20.9463114,0.0
Sørkjosen,"Helicopter, other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sørkjosen, Nordreisa, Troms og Finnmark, 9152, Norge","(69.7903789, 20.9463114, 0.0)",69.7903789,20.9463114,0.0
Tromsø Langnes,Other commercial flights,0,3,26,2,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Langnes, Tromsø, Troms og Finnmark, 9102, Norge","(69.6788142, 18.8959831, 0.0)",69.6788142,18.8959831,0.0
Tromsø Langnes,"Helicopter, other",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"Langnes, Tromsø, Troms og Finnmark, 9102, Norge","(69.6788142, 18.8959831, 0.0)",69.6788142,18.8959831,0.0
